LogID,Symptom,Issue,Resolution
115759,"Version # (if applicable): V36081 IsScrapBin (please indicate for FSA issue): ARL S 8+16+1 UH W48 Limiter HDMx collaterals (W47), but when checking on the RSS requirement it shown EQAM double count in HXVab and HXVaf conversion group. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",," Ww47 is in frozen horizon for those 3 vg items, solver does not have operation volume group logic for frozen horizon."
115788,Version # (if applicable): 36013 IsScrapBin (please indicate for FSA issue): Report/UI: VGG capacity group capacity Item(s)/ItemGroup(s)/Location(s): Problem Description: Twin Lake VGGPC is go over TDI STHm: Twin Lake VGG,Twin Lake VGGPC is go over TDI STHm: Twin Lake VGG, Capused is copied from v36057. Solve run done after that but copied capused is not getting cleared off from (AdjOutputVGGItemGroupLocationOperationUsage) Solution: Code changes done to clear of copied data if any (Adj tables data) during solve run preparation.
115837,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Dual Flow Parameters Item(s)/ItemGroup(s)/Location(s): Problem Description: The item group  'GNR AP ASSY 1 FLUX' is missing from dual flow parameter UI. This item is the duplicated vanguard from VanguardItemGroupName  'Server,Server,GNR-AP-UCC-X3,ASSY 1 ONLY,66,1FFW,7529,FCLGA18N,104.5x70.5,Granite Rapids-AP-UCC-X3,REV,AP::240291'.","The item group  'GNR AP ASSY 1 FLUX' is missing from dual flow parameter UI. This item is the duplicated vanguard from VanguardItemGroupName  'Server,Server,GNR-AP-UCC-X3,ASSY 1 ONLY,66,1FFW,7529,FCLGA18N,104.5x70.5,Granite Rapids-AP-UCC-X3,REV,AP::240291'.", Moved part of dual flow data load from PRE-CIP to normal CIP
115840,"Version # (if applicable): V36154 IsScrapBin (please indicate for FSA issue): Report/UI: EUPH-EWPH Item(s)/ItemGroup(s)/Location(s): VanguardGroupName : GNR AP ASSY 1 FLUX and GNR AP ASSY 1 FLUXLESS Problem Description: Why does the EUPH been changed in parallel when only one vanguard item been adjusted. For example, user adjust the EUPH for TSXb resourcename for VanguardGroupName : GNR AP ASSY 1 FLUX, somehow this also been reflected to VanguardGroupName : GNR AP ASSY 1 FLUXLESS","Why does the EUPH been changed in parallel when only one vanguard item been adjusted. For example, user adjust the EUPH for TSXb resourcename for VanguardGroupName : GNR AP ASSY 1 FLUX, somehow this also been reflected to VanguardGroupName : GNR AP ASSY 1 FLUXLESS","This behavior in EUPH UI, is by design where the adjustments in any of the VG (original or duplicate), will be reflected to both. Closing the ticket as confirmed by the user. - "
115854,Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): HBI_Cell_MB_PANTHER_LAKE_H_4P+8E+4LP_E+12Xe only have 6cell W19-20 but the requirement is up to 9 cell why i dont see the fallout report under category PSICapgroup inventory available <0. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,,  RC: The equation in the code was being calculated wrongly. Not following the BODMAS rule. Code change is done. User verified to close the pool.
115861,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Site Cap/Qual Item(s)/ItemGroup(s)/Location(s): Problem Description: BOM EOL has to be mapped  1 (METEOR LAKE FC-BGA15F B-0 ME1-BOM T9),BOM EOL has to be mapped  1 (METEOR LAKE FC-BGA15F B-0 ME1-BOM T9), Removed EOLed Request Items from Site Cap Qual UI
115884,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): PG8_xTO_FP_HMVbb dont have any standarditem in Capacity Group Mapping (VGG) Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: 1. This xTO only for the FP810 vanguard item only, but the standard item is blank. Need help to check","1. This xTO only for the FP810 vanguard item only, but the standard item is blank. Need help to check", Div Req or DLCP Asm either 1 is available can consider as valid request item
115896,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): Report/UI: capacity resource parameter L2 Item(s)/ItemGroup(s)/Location(s): CD6 Problem Description: (1) Data mismatch , Capital IE maintain EMS L2 inventory ACLj 10 / ACLjx 0 . Load from Van guard inventory from source ( ACLj9 , ACLjx1) . (2) Missing CEID and inventory . (CCMaa3/ CXTdi1/MCLaa1 )","(1) Data mismatch , Capital IE maintain EMS L2 inventory ACLj 10 / ACLjx 0 . Load from Van guard inventory from source ( ACLj9 , ACLjx1) . (2) Missing CEID and inventory . (CCMaa3/ CXTdi1/MCLaa1 )", CXTdi is Expired and we are not receiving the Inventory from VG
115904,Version # (if applicable): 36186 IsScrapBin (please indicate for FSA issue): Report/UI: MP loading Item(s)/ItemGroup(s)/Location(s): Problem Description: ARL S8161 BGA previous commit is incorrect after break child BOM (not equal to # in W49 Weekly version). Need help to adjust to reflect correct data,ARL S8161 BGA previous commit is incorrect after break child BOM (not equal to # in W49 Weekly version). Need help to adjust to reflect correct data, The Child Bom previous commit is coming from v36135 Splited Previous Commit . W49 Weekly version v36156 did not have the parent and child relation hence the previous commit is not same as v36156 after the publish. Manually adjusted the v36186 previous commit data. User confirm to close the pool
115909,Version # (if applicable): 36201 & 36204 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): 36201: EC solve failed; 36204: VGG solve failed Problem Description:,, RC: the yield value are zero in some weeks in VG#258849
115910,Version # (if applicable): 36202 IsScrapBin (please indicate for FSA issue): Report/UI: limiter chart by VGG Report Item(s)/ItemGroup(s)/Location(s): ARL U281 WW01/WW02 First Limiter PC makes no sense Problem Description: ARL U281 PC WW01 WW02 underestimated,ARL U281 PC WW01 WW02 underestimated," the prod is strategy 5 and PC already met cap target, so no issue for the result."
115911,"Version # (if applicable):36202 IsScrapBin (please indicate for FSA issue): Report/UI: resource requirement summary report(all) Item(s)/ItemGroup(s)/Location(s): RPL P282 R/ STHg / PPVS Problem Description: I put 89ku on ww07/ww08, but no TR for ww07/ww08","I put 89ku on ww07/ww08, but no TR for ww07/ww08","The PC is only 4 Ku, not meeting SPM so there is no SPS tool req. As for why PC is too low is because capacity goes to RPL P282 due to higher previous commit. Suggest user to turn off baseline commit flag to rerun."
115913,"Version # (if applicable): V36206 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter chart by VGG report Item(s)/ItemGroup(s)/Location(s): MTL PCH , CD6 Problem Description: RRP horizon Mar to Jun , Site Response less than site split , while PC more than site response in Mar . Why system didn't recommend site response fully support request within month ?","RRP horizon Mar to Jun , Site Response less than site split , while PC more than site response in Mar . Why system didn't recommend site response fully support request within month ?", Turn off one flag related to declaring st6. user can rerun solve to validate.
115915,"Version # (if applicable): 36204 IsScrapBin (please indicate for FSA issue): Report/UI: Capacity Group Mapping (VGG) Item(s)/ItemGroup(s)/Location(s): SS Problem Description: Old VGG PSICapgroup still appear though PSICapgroup in VG/DS is obsolete (119804 - 122476) New VGG PSIcapgroup is not linked to certain items (Twin Lake, ASL, Redondo Lake) (129375 - 129476)","Old VGG PSICapgroup still appear though PSICapgroup in VG/DS is obsolete (119804 - 122476) New VGG PSIcapgroup is not linked to certain items (Twin Lake, ASL, Redondo Lake) (129375 - 129476)", VG/MCS and CIP were done after the SDA master version creation Old VGG PSICapGroup will set to inactive if the PSICapGroup is obselete Will push to prod as hotfix
115917,Version # (if applicable): 36212 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Capacity Item(s)/ItemGroup(s)/Location(s): SS Problem Description: No VGG capacity generate for SS_VGG_STHg_ADL S601,No VGG capacity generate for SS_VGG_STHg_ADL S601, No VGG capacity because no DLCP assumption on std item.
115918,Version # (if applicable): 36212 IsScrapBin (please indicate for FSA issue): Report/UI: Ressource Requirement Summary Report Item(s)/ItemGroup(s)/Location(s): STHg: ADL S601 Problem Description: TDI inv is set as 6 for Q1'25 but requirement still generate up to 7 sets,TDI inv is set as 6 for Q1'25 but requirement still generate up to 7 sets,  Formula for Requirement qty  Required SUM + USD+ NSM
115919,"Version # (if applicable): 36222 IsScrapBin (please indicate for FSA issue): Report/UI: MP loading Item(s)/ItemGroup(s)/Location(s): All/ Location: CR Problem Description:User copied PC to Limiter Capacity from version 36197 to version 36222 and then run with 3 flags (Follow DLCP assumption flag/ Limiter Capacity Solve flag/ Final response solve flags), however when the version 36222 run completed, there was no Site response generated. Please help me to check ASAP.","User copied PC to Limiter Capacity from version 36197 to version 36222 and then run with 3 flags (Follow DLCP assumption flag/ Limiter Capacity Solve flag/ Final response solve flags), however when the version 36222 run completed, there was no Site response generated. Please help me to check ASAP.", user should not turn on limiter capacity flag and final response solve flag together. And we also don't expect user run limiter capacity solve which we no longer maintain. user changed to VGG solve.
115921,Version # (if applicable): 36202 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report (All) Item(s)/ItemGroup(s)/Location(s): RPL P682/HXVab Problem Description: VGG PC TR is higher than PSIG Cap Group Inventory,VGG PC TR is higher than PSIG Cap Group Inventory," There is one prod using this PSIG on both HMV/HXV. We are using average PSI ratio to count the available inventory for PSIcapgroup. It means, for main tool, nsm usd is 0.5238, but for psicapgroup, total nsm usd is 0.5238* 12.75. but in your plan is actually use 3.33 * 15 as your psi cap group inventory. This is actually known case, if you have better idea or need to bring to VF to discuss, just let us know."
115922,"Version # (if applicable): V36206 IsScrapBin (please indicate for FSA issue): Report/UI: capacity group mapping (VGG), Limiter Chart . RRS report Item(s)/ItemGroup(s)/Location(s): RPL P282 , MTL U281 ,RPL P682 Problem Description: VGG TDI active for RPL P2 and MTL U281 , it didnâ€™t work for capacity limitation. RPL P682 R , PC less than expectation and limiter chart shows as TMX/BAL from Mar to May , while fungible CEID still has burst","VGG TDI active for RPL P2 and MTL U281 , it didnâ€™t work for capacity limitation. RPL P682 R , PC less than expectation and limiter chart shows as TMX/BAL from Mar to May , while fungible CEID still has burst"," Take CD6_VGG_PPV_MTL U281 as example, ww09 inventory is 15, current VGG capacity 1523Ku is too high comparing to 15 inventory. WeaiHong: User edit TDI inventory but not regenerate VGG capacity. RPL P682 R constrained by STHg main tool."
115923,"Version # (if applicable):36224 IsScrapBin (please indicate for FSA issue): Report/UI: Resource requirement conversion report Item(s)/ItemGroup(s)/Location(s): ARLS8161 HBI Problem Description: WW24-WW26, ARLS8161 found no limiter, HBI should can response more. Pls help to check why HBI not responding","WW24-WW26, ARLS8161 found no limiter, HBI should can response more. Pls help to check why HBI not responding"," There has one psicapgroup STH_MB_ITEMS_ARL H 6C+8A+GT2 (N3B) short a lot in frozen horizon, which cause high objective for entire solve, then solver didnâ€™t provide the most optimal solution. I updated below inventory from ww49-52 to be 756 to fulfill frozen schedule. You can rerun solve then the prod should be constraint by STH_MB_ITEMS_ARL S 8+16+1."
115924,Version # (if applicable): 36212 IsScrapBin (please indicate for FSA issue): Report/UI: Supply Demand Summary Report Item(s)/ItemGroup(s)/Location(s): CPU MB: LNL M442 DRAM attach 2x8GB Problem Description: W1 + W2 site response is less than CC and overall Q1 site response does not meet BP,W1 + W2 site response is less than CC and overall Q1 site response does not meet BP,"For CTO finish prod, there is a rule that only allows 2 weeks pull in. in this case ww04 pull in to ww02, ww05 pull in to ww03 but cannot further pull in to ww02. If user does not need this rule, can edit from solver parameter."
115931,"Version # (if applicable): 36192 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart By VGG Report Item(s)/ItemGroup(s)/Location(s): ItemGroup: BPM 15C; PG8 Problem Description: PC (Ku) from WW11 to WW13 is 9k, while limiter's runrate cap is only 1.9k after aggregate. Help needed to investigate the gap.","PC (Ku) from WW11 to WW13 is 9k, while limiter's runrate cap is only 1.9k after aggregate. Help needed to investigate the gap.", The PSI ratio is 18 instead of 36. So 36 PSIcapgroup will have ~9Ku VGG capacity.
115932,"Version # (if applicable): 36186 IsScrapBin (please indicate for FSA issue): Report/UI: MP Loading Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: GNR SP HCC/ R1S we did response 65Ku across horizon, but buyer received only 1.5K in system (VGG Capacity group capacity- Material tab). Need help. KM5_VGG_N23089-002","GNR SP HCC/ R1S we did response 65Ku across horizon, but buyer received only 1.5K in system (VGG Capacity group capacity- Material tab). Need help. KM5_VGG_N23089-002"," v36186 missing mapping between KM5_VGG_N23089-002 and GRANITE RAPIDS-COMPUTE-Z GNRHCCR1S::GRANITE RAPIDS FCLGA18N H-2 AAP-BOM Y8 - - GRANITE RAPIDS-COMPUTE-Z GNRHCC::GRANITE RAPIDS FCLGA18N H-2 AAP-BOM Y8 - - No issues found during the Data load on Nov SDA, the Material Substrate to VGG mapping from the data back up on Dec 6th did not have any issue. The IP was done during the data load before creating a core to core version. And did not see any missing data that can cause issue in IP. Attached more details ."
